RUN_ID,BioProject,NCBI_SRA,NCBI_assembly_accession,Bakta_Annotation,PRAM_strain_ID,Alternative_ID,Assembly_contigs_num,Assembly_length_bp,Assembly_N50,Assembly_QC_pass,original_collection,year_of_isolation,date_of_isolation,latitude_of_isolation,longitude_of_isolation,elevation,global_region_of_isolation,country_of_isolation,area_or_nearest_village,agroecological_zone,preceding_crop_common_name,material_of_isolation,tissue_of_isolation,Clade_of_isolation,order_of_isolation,host_genus_of_isolation,host_spp_of_isolation,host_spp_or_variety_of_isolation,host_common_name,plotting_categories,host_phenotype_of_isolation,notes,assigned_phylotype,phylotype_reassigned_by_tree,assigned_sequevar,discrepancies_to_prior_phylotype
RUN0007,PRJNA1196686,-,,Available in Zenodo,SPV99-1122,,,,,no,Wicker_et_al_2012,1999,,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,-,4NPB,unknown
RUN0008,PRJNA1196686,SRR31675695,,Available in Zenodo,SPV99-154-2,,66,5549432,231680,yes,Wicker_et_al_2012,1999,,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0015,PRJNA1196686,SRR31675676,,Available in Zenodo,SPV99-1121,ANT1121,66,5550915,202595,yes,Wicker_et_al_2012,1999,,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0016,PRJNA1196686,SRR31675449,,Available in Zenodo,SPV99-0307,ANT307,62,5506257,202595,yes,Wicker_et_al_2012,1999,,,,,Caribbean,Martinique,Saint Joseph,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,IIB,Basal 4NPB,match
RUN0017,PRJNA1196686,SRR31675438,,Available in Zenodo,02-075,ANT75; CIR02-075; CFBP6783,67,5549747,198492,yes,Wicker_et_al_2012,2002,2002-10-11 00:00:00,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,stem,Monocot,Zingiberales,Heliconia,Heliconia caribea,,Heliconia,Other Zingiberales,symptomatic,,IIB,IIB,4NPB,match
RUN0018,PRJNA1196686,SRR31675427,,Available in Zenodo,02-080,CIR02-080,60,5550740,282790,yes,Wicker_et_al_2012,2002,2002-10-11 00:00:00,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,leaf,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0027,PRJNA1196686,SRR31675320,,Available in Zenodo,CFBP2957,MT5; RUN0036,59,5655473,312933,yes,Wicker_et_al_2012,1987,,,,,Caribbean,Martinique,Case Pilote,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,36,match
RUN0030,PRJNA1196686,SRR31675787,,Available in Zenodo,CFBP2972,MPT1; JS734,63,5610077,246332,yes,Wicker_et_al_2012,1986,,,,,Caribbean,Martinique,Le Lamentin,,,plant,,Eudicot,Solanales,Solanum,Solanum tuberosum,,Potato,Potato,symptomatic,,IIA,IIA,35,match
RUN0036,PRJNA1196686,SRR31675656,,Available in Zenodo,CFBP2957,MT5; RUN0027,60,5656386,268575,yes,Wicker_et_al_2012,1987,,,,,Caribbean,Martinique,Case Pilote,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,36,match
RUN0037,PRJNA1196686,SRR31675645,,Available in Zenodo,CFBP2964,MA4,130,5237785,95517,yes,Wicker_et_al_2012,1983,,,,,Caribbean,Martinique,Schoelcher,,,plant,,Eudicot,Solanales,Solanum,Solanum melongena,,Aubergine,Other Solanaceae,asymptomatic,,I,I,18,match
RUN0261,PRJNA1196686,SRR31675767,,Available in Zenodo,CFBP6781,ANT142,74,5551423,192677,yes,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Sainte Anne,,,plant,,Eudicot,Cucurbitales,Cucumis,Cucumis sativus,,Cucumber,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN0276,PRJNA1196686,SRR31675540,,Available in Zenodo,CFBP6795,PV2; SPV02-60152; 8279,66,5552227,224642,yes,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Saint Esprit,,,plant,,Eudicot,Cucurbitales,Cucurbita,Cucurbita moschata,,Pumpkin,Cucurbits,symptomatic,"Species listed as Cucurbita moschata, host_common_name formerly listed as canteloupe.",IIB,IIB,4NPB,match
RUN0277,PRJNA1196686,-,,Available in Zenodo,CFBP6797,PV8; SPV02-30308; 8280,,,,no,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Saint Joseph,,,plant,,Eudicot,Solanales,Solanum,Solanum americanum,,,Other Solanaceae,symptomatic,,IIB,-,4NPB,unknown
RUN0278,PRJNA1196686,SRR31675529,,Available in Zenodo,SPV98-1537,PV9; SPV98-1537; 8281,108,6269734,244693,no,Wicker_et_al_2012,1998,1998-01-01 00:00:00,,,,Caribbean,Martinique,Fort-de-France,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,-,4NPB,unknown
RUN0279,PRJNA1196686,SRR31675422,,Available in Zenodo,CFBP6801,PV10; SPV01-30148; 8278,112,5635244,192348,yes,Wicker_et_al_2012,2001,,,,,Caribbean,Martinique,Gros Morne,,,plant,,Monocot,Zingiberales,Heliconia,Heliconia caribea,,Heliconia,Other Zingiberales,symptomatic,,IIA,IIA,38,match
RUN0280,PRJNA1196686,-,,Available in Zenodo,SPV99-1541,JY200,,,,no,Wicker_et_al_2012,1999,,,,,Caribbean,Martinique,Gros Morne,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,-,4NPB,unknown
RUN0281,PRJNA1196686,SRR31675411,,Available in Zenodo,CFBP6800,SPV01-60020; JY201,61,5550911,282715,yes,Wicker_et_al_2012,2001,,,,,Caribbean,Martinique,Gros Morne,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0282,PRJNA1196686,SRR31675640,,Available in Zenodo,SPV00-30272,JY202,64,5549378,198942,yes,Wicker_et_al_2012,2000,,,,,Caribbean,Martinique,Gros Morne,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0283,PRJNA1196686,SRR31675628,,Available in Zenodo,SPV99-1119,RUN0003; JY209,66,5552036,202595,yes,Wicker_et_al_2012,,,,,,Caribbean,Martinique,,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,,,IIB,IIB,4NPB,match
RUN0284,PRJNA1196686,SRR31675761,,Available in Zenodo,JY212,SPV02-60144; 8276,64,5550193,210329,yes,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Fonds Saint Denis,,,plant,,Eudicot,Cucurbitales,Cucumis,Cucumis sativus,,Cucumber,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN0285,PRJNA1196686,SRR31675750,,Available in Zenodo,JY213,SPV02-60037; 8277,66,5551212,236610,yes,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Vauclin,,,plant,,Eudicot,Cucurbitales,Cucumis,Cucumis melo,,Cantaloupe,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN0286,PRJNA1196686,SRR31675739,,Available in Zenodo,CFBP6782,02-083; 8282,73,5550269,202595,yes,Wicker_et_al_2012,2002,,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,,Monocot,Pandanales,Pandanus,Pandanus sp.,,,Pandanus,symptomatic,,IIB,IIB,4NPB,match
RUN0287,PRJNA1196686,SRR31675512,,Available in Zenodo,CFBP6780,02-143-1; 8283,71,5551351,236610,yes,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Sainte Anne,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0288,PRJNA1196686,SRR31675501,,Available in Zenodo,02-174(1),CFBP6779,189,5460481,63899,no,Wicker_et_al_2012,2002,2002-11-12 00:00:00,,,,Caribbean,Martinique,Le Lamentin,,,plant,rhizome_exudate,Monocot,Zingiberales,Canna,Canna indica,,Canna,Other Zingiberales,symptomatic,,IIA,-,38,unknown
RUN0289,PRJNA1196686,SRR31675394,,Available in Zenodo,02-194(1),CFBP6778,63,5549847,236610,yes,Wicker_et_al_2012,2002,2002-11-20 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Sumo,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0290,PRJNA1196686,SRR31675383,,Available in Zenodo,02-229(1),CFBP7012,66,5550827,236610,yes,Wicker_et_al_2012,2002,2002-11-28 00:00:00,,,,Caribbean,Martinique,Le Marin,,,plant,stem,Eudicot,Cucurbitales,Cucurbita,Cucurbita moschata,,Pumpkin,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN0291,PRJNA1196686,SRR31675612,,Available in Zenodo,02-269(1),CFBP6777,67,5553992,210325,yes,Wicker_et_al_2012,2002,2002-12-12 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem,Eudicot,Cucurbitales,Citrullus,Citrullus lanatus,,Watermelon,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN0292,PRJNA1196686,SRR31675601,,Available in Zenodo,03-045,CFBP7013,66,5551324,244057,yes,Wicker_et_al_2012,2003,2003-01-23 00:00:00,,,,Caribbean,Martinique,Saint Esprit,,,plant,stem_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Oversy,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0293,PRJNA1196686,SRR31675733,,Available in Zenodo,03-078,CFBP7017,65,5549766,236610,yes,Wicker_et_al_2012,2003,2003-02-05 00:00:00,,,,Caribbean,Martinique,Macouba,,,plant,stem_base,Eudicot,Cucurbitales,Citrullus,Citrullus lanatus,,Watermelon,Cucurbits,symptomatic,,IIB,IIB,4NPB,match
RUN0294,PRJNA1196686,SRR31675722,,Available in Zenodo,03-092(1),CFBP7016,55,5505194,348802,yes,Wicker_et_al_2012,2003,2003-02-25 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,stem_base,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIA,IIA,39,match
RUN0295,PRJNA1196686,SRR31675495,,Available in Zenodo,04-006-4G,NPB4G; 04-06-4G; 4G,61,5549483,281692,yes,Wicker_et_al_2012,2004,2004-03-23 00:00:00,,,,Caribbean,Martinique,Trinite,,,plant,raceme,Monocot,Zingiberales,Musa,Musa acuminata x balbisiana AAB,,Plantain,Musa,symptomatic,,IIB,IIB,4NPB,match
RUN0296,PRJNA1196686,SRR31675484,,Available in Zenodo,04-006-16F,16F,64,5550061,236610,yes,Wicker_et_al_2012,2004,2004-03-23 00:00:00,,,,Caribbean,Martinique,Trinite,,,plant,raceme,Monocot,Zingiberales,Musa,Musa acuminata x balbisiana AAB,,Plantain,Musa,symptomatic,,IIB,IIB,4NPB,match
RUN0353,PRJNA1196686,SRR31675377,,Available in Zenodo,02-035,8307,144,5689273,89004,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,,,,Caribbean,Martinique,Marigot,,,plant,stem_base_exudate,Eudicot,Solanales,Capsicum,Capsicum annuum,bell,Bell pepper,Other Solanaceae,symptomatic,,I,I,18,match
RUN0354,PRJNA1196686,SRR31675366,,Available in Zenodo,03-077,8303,65,5550530,236610,yes,Wicker_et_al_2012,2003,2003-02-05 00:00:00,,,,Caribbean,Martinique,Macouba,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0355,PRJNA1196686,SRR31675355,,Available in Zenodo,02-136(4),8304,192,5460738,63639,no,Wicker_et_al_2012,2002,2002-10-23 00:00:00,,,,Caribbean,Martinique,Vauclin,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,Hybrid,Anthurium,Araceae,symptomatic,,IIA,-,38,unknown
RUN0356,PRJNA1196686,SRR31675584,,Available in Zenodo,02-045,,141,5785046,107596,yes,Wicker_et_al_2012,2002,2002-10-04 00:00:00,"14,664711","-61,015307",96,Caribbean,Martinique,Morne Des Esses,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum melongena,Kalenda,Aubergine,Other Solanaceae,symptomatic,,I,I,18,match
RUN0357,PRJNA1196686,-,,Available in Zenodo,02-204,GMI8305,,,,no,Wicker_et_al_2012,2002,2002-07-17 00:00:00,,,,Caribbean,Martinique,Le Lamentin,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,-,4NPB,unknown
RUN0358,PRJNA1196686,SRR31675573,,Available in Zenodo,02-005,GMI8302,61,5552555,308294,yes,Wicker_et_al_2012,2002,2002-09-10 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,stem_exudate,Monocot,Alismatales,Anthurium,Anthurium andreanum,Hybrid,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0359,PRJNA1196686,SRR31675706,,Available in Zenodo,02-141,8306,85,5755543,244762,yes,Wicker_et_al_2012,2002,2002-10-26 00:00:00,,,,Caribbean,Martinique,Sainte Anne,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIA,IIA,5,match
RUN0360,PRJNA1196686,SRR31675694,,Available in Zenodo,03-081e,,63,5550236,261451,yes,Wicker_et_al_2012,2003,2003-02-05 00:00:00,,,,Caribbean,Martinique,Basse Pointe,,,plant,stem_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0429,PRJNA1196686,SRR31675467,,Available in Zenodo,06-012(A2),,63,5552215,244035,yes,Wicker_et_al_2012,2006,,,,,Caribbean,Martinique,Macouba,,,plant,stem_base,Monocot,Zingiberales,Musa,Musa sp.,,,Musa,atypical_symptoms,banana sucker,IIB,IIB,4NPB,match
RUN0430,PRJNA1196686,SRR31675456,,Available in Zenodo,06012(A1),,71,5550834,182213,yes,Wicker_et_al_2012,2006,,,,,Caribbean,Martinique,Macouba,,,plant,stem_base,Monocot,Zingiberales,Musa,Musa sp.,,,Musa,atypical_symptoms,banana sucker,IIB,IIB,4NPB,match
RUN0438,PRJNA1196686,SRR31675677,,Available in Zenodo,06-033,,64,5552603,188358,yes,Wicker_et_al_2012,2006,,,,,Caribbean,Martinique,Saint Esprit,,,water_irrigation,,Environmental,Environmental,Water,water_irrigation,,,Environmental: Water,,Irrigation water,IIB,IIB,4NPB,match
RUN0520,PRJNA1196686,SRR31675675,,Available in Zenodo,06-055(6),,63,5551202,271830,yes,Wicker_et_al_2012,2006,2006-12-15 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem,Eudicot,Solanales,Solanum,Solanum americanum,,,Other Solanaceae,symptomatic,,IIB,IIB,4NPB,match
RUN0521,PRJNA1196686,SRR31675674,,Available in Zenodo,06-055(3),2A,70,5535589,202595,no,Wicker_et_al_2012,2006,2006-12-15 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem,Eudicot,Solanales,Solanum,Solanum americanum,,,Other Solanaceae,symptomatic,,IIB,-,4NPB,unknown
RUN0522,PRJNA1196686,SRR31675673,,Available in Zenodo,06-055(1),2B,62,5540030,210314,yes,Wicker_et_al_2012,2006,2006-12-15 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem,Eudicot,Solanales,Solanum,Solanum americanum,,,Other Solanaceae,symptomatic,,IIB,IIB,4NPB,match
RUN0675,PRJNA1196686,SRR31675444,,Available in Zenodo,CFBP1036,,86,5807724,260884,yes,Wicker_et_al_2012,1965,,,,,Caribbean,Martinique,,,,plant,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIA,IIA,35,match
RUN0679,PRJNA1196686,SRR31675443,,Available in Zenodo,CFBP1186,,138,5801851,113612,yes,Wicker_et_al_2012,1969,,,,,Caribbean,Martinique,,,,plant,,Eudicot,Solanales,Capsicum,Capsicum annuum,bell,Bell pepper,Other Solanaceae,symptomatic,,I,I,,match
RUN0715,PRJNA1196686,SRR31675442,,Available in Zenodo,07-043 C19,,137,5672344,100071,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,18,match
RUN0716,PRJNA1196686,SRR31675441,,Available in Zenodo,02-024,,69,5552532,236610,yes,Wicker_et_al_2012,2002,2002-10-02 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,stem,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,"one of multiple isolates from same host individual: RUN0716, RUN1148, RUN1151, RUN1227",IIB,IIB,4NPB,match
RUN0717,PRJNA1196686,SRR31675440,,Available in Zenodo,07-043 C22,,133,5698168,97335,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0718,PRJNA1196686,SRR31675439,,Available in Zenodo,07-043 C1,,133,5696877,103027,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0719,PRJNA1196686,SRR31675437,,Available in Zenodo,02-104,,68,5550519,205427,yes,Wicker_et_al_2012,2002,2002-10-11 00:00:00,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,Hybrid,Anthurium,Araceae,symptomatic,,II,IIB,,match
RUN0720,PRJNA1196686,SRR31675436,,Available in Zenodo,07-043 C17,,144,5696530,100071,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0721,PRJNA1196686,SRR31675435,,Available in Zenodo,02-181t,,194,5467459,59879,no,Wicker_et_al_2012,2002,,,,,Caribbean,Martinique,Sainte Marie,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIB,-,4NPB,unknown
RUN0722,PRJNA1196686,SRR31675434,,Available in Zenodo,02-153(1),,65,5553213,236610,yes,Wicker_et_al_2012,2002,2002-11-07 00:00:00,,,,Caribbean,Martinique,Saint Joseph,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0723,PRJNA1196686,SRR31675433,,Available in Zenodo,02-009,,66,5554178,271810,yes,Wicker_et_al_2012,2002,2002-09-13 00:00:00,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,stem_exudate,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,symptomatic,,IIB,IIB,4NPB,match
RUN0724,PRJNA1196686,SRR31675432,,Available in Zenodo,07-043 C12,,131,5699745,113584,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0725,PRJNA1196686,SRR31675431,,Available in Zenodo,07-039(1),,132,5705032,97268,yes,Wicker_et_al_2012,2007,2007-09-25 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,répi Di; soil 07-031,I,I,,match
RUN0726,PRJNA1196686,SRR31675430,,Available in Zenodo,07-014(7),,63,5552388,236610,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0727,PRJNA1196686,SRR31675429,,Available in Zenodo,07-014(8),,147,5618201,282919,yes,Wicker_et_al_2012,2007,2007-04-27 00:00:00,,,,Caribbean,Martinique,Trinite ,,,plant,stem_base,Eudicot,Solanales,Solanum,Solanum lycopersicum,,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
RUN0728,PRJNA1196686,SRR31675428,,Available in Zenodo,02-266(1),,186,5425550,64002,no,Wicker_et_al_2012,2002,2002-12-12 00:00:00,,,,Caribbean,Martinique,Gros Morne,,,plant,rhizome,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,IIA,-,38,unknown
RUN0729,PRJNA1196686,SRR31675330,,Available in Zenodo,02-200,,140,5701602,91640,yes,Wicker_et_al_2012,2002,2002-11-20 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum melongena,Kalenda,Aubergine,Other Solanaceae,symptomatic,,I,I,18,match
RUN0730,PRJNA1196686,SRR31675329,,Available in Zenodo,07-043_F,,48,5531463,326127,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,IIA,IIA,39,match
RUN0731,PRJNA1196686,SRR31675328,,Available in Zenodo,07-039(2),,131,5702527,102342,yes,Wicker_et_al_2012,2007,2007-09-25 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,répi D2; soil 07-031,I,I,,match
RUN0732,PRJNA1196686,SRR31675327,,Available in Zenodo,07-043 C15,,72,5549880,202595,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,IIB,IIB,4NPB,match
RUN0733,PRJNA1196686,SRR31675326,,Available in Zenodo,07-043 C14,,1761,7442968,74535,no,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,IIB,-,4NPB,unknown
RUN0734,PRJNA1196686,SRR31675325,,Available in Zenodo,02-181(1),,191,5463766,63584,no,Wicker_et_al_2012,2002,2002-11-14 00:00:00,,,,Caribbean,Martinique,Sainte Marie,,,plant,rhizome_dead,Monocot,Alismatales,Anthurium,Anthurium andreanum,Standard,Anthurium,Araceae,dead_rhizome,,IIA,-,,unknown
RUN0735,PRJNA1196686,SRR31675324,,Available in Zenodo,07-043 C33,,139,5698383,105019,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0736,PRJNA1196686,SRR31675323,,Available in Zenodo,02-243,,63,5628163,192180,yes,Wicker_et_al_2012,2002,2002-12-06 00:00:00,,,,Caribbean,Martinique,Le Precheur,,,plant,stem,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIA,IIA,37,match
RUN0737,PRJNA1196686,SRR31675322,,Available in Zenodo,07-043 C31,,137,5696112,100071,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0738,PRJNA1196686,SRR31675321,,Available in Zenodo,07-043 C32,,848,6186126,95284,no,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,-,,unknown
RUN0739,PRJNA1196686,SRR31675319,,Available in Zenodo,,,67,5552204,236610,yes,Wicker_et_al_2012,,,"14,772399999999999","-61,136110000000002",400,Caribbean,Martinique,Morne Rouge,,,plant,,Monocot,Alismatales,Anthurium,Anthurium andreanum,,Anthurium,Araceae,symptomatic,,II,IIB,,match
RUN0740,PRJNA1196686,SRR31675318,,Available in Zenodo,07-043 C30,,137,5693544,110714,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,I,I,,match
RUN0741,PRJNA1196686,SRR31675317,,Available in Zenodo,07-043 C10,,76,5550822,187499,yes,Wicker_et_al_2012,2007,2007-10-18 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,soil,,Environmental,Environmental,Soil,soil_banana_fallow,,,Environmental: Soil,,essai n°1; soil 07-031,IIB,IIB,4NPB,match
RUN0742,PRJNA1196686,SRR31675316,,Available in Zenodo,07-034,,158,5768626,87902,yes,Wicker_et_al_2012,2007,2007-09-07 00:00:00,,,,Caribbean,Martinique,Ducos,,,plant,,Eudicot,Solanales,Capsicum,Capsicum sp.,chili,Chili pepper,Other Solanaceae,symptomatic,,I,I,,match
RUN0743,PRJNA1196686,SRR31675315,,Available in Zenodo,02-179r,,194,5467935,64183,no,Wicker_et_al_2012,2002,2002-11-14 00:00:00,,,,Caribbean,Martinique,Trinite,,,plant,rhizome_dead,Eudicot,Caryophyllales,Amaranthus,Amaranthus sp.,Standard,Amaranthus,,asymptomatic,,IIA,-,,unknown
RUN0744,PRJNA1196686,SRR31675314,,Available in Zenodo,02-195(2),,74,5550978,180168,yes,Wicker_et_al_2012,2002,2002-11-20 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,"one of multiple isolates from same host individual: RUN0744, RUN0750",IIB,IIB,4NPB,match
RUN0745,PRJNA1196686,SRR31675313,,Available in Zenodo,02-196(2),,64,5551162,255798,yes,Wicker_et_al_2012,2002,2002-11-20 00:00:00,,,,Caribbean,Martinique,Le Lorrain,,,plant,stem_base_exudate,Eudicot,Solanales,Solanum,Solanum lycopersicum,Heat Master,Tomato,Tomato,symptomatic,,IIB,IIB,4NPB,match
